FMID,MarketName,Street,City,County,State,zip,x,y,Location,updateTime
1003220,Wellesley Farmers' Market,442 Washington St (Rte 16),WELLESLEY,Suffolk,Massachusetts,02482,-71.303329,42.29458,Private business parking lot,2012-08-08T05:44:24Z
1003836,Solana Beach Farmers Market,444 South Cedros Avenue,Solana Beach,San Diego,California,92075,-117.269204,32.987194,,2018-03-06T12:59:51Z
1006665,northeast michigan regional farm market,4440 US-23,Oscoda,Iosco,Michigan,48750,-83.324926,44.404185,Private business parking lot,2016-07-03T05:02:30Z
1003899,Laytonville Certified Farmers' Market,44400 Willis Ave.,Laytonville,Mendocino,California,95454,-123.483235,39.681448,,2017-03-07T01:17:16Z
1012103,SOUTH BOSTON FARMER'S MARKET,446 West Broadway,South Boston,Suffolk,Massachusetts,02127,-71.046817,42.335985,,2018-05-06T01:10:49Z
1012027,Little River Farmers Market,4460 Mineola Ave,Little River,Horry,South Carolina,29566,-78.611249,33.872124,,2018-03-06T01:21:15Z
1010305,Lafourche Central Market,4484 Hwy. 1,Raceland,Lafourche,Louisiana,70394,-90.571638,29.706899,Local government building grounds,2014-09-06T11:23:09Z
1003966,Church Run Farmers Market,44868 Warner Rd.,Titusville,Crawford,Pennsylvania,16354,-79.6584,41.6528,,2009-01-01T00:00:00Z
1010630,"Paterson Market Growers, Inc.",449 E. Railway Ave,Paterson,Passaic,New Jersey,07503,-74.150787,40.892887,,2018-04-06T10:48:34Z
1005531,Market on the Hill,449 W. Wisconsin,Pewaukee,Waukesha,Wisconsin,53072,-88.2701,43.0877,,2011-01-01T00:00:00Z
1000162,Bozrah Farmers Market,45 Bozrah Street,Bozrah,New London,Connecticut,06334,-72.168331,41.552173,,2015-09-04T11:09:08Z
1011190,Dunkirk Farmers Market,45 Cliffstar Court,Dunkirk,Chautauqua,New York,14048,-79.326651,42.48373,,2016-06-07T04:51:56Z
1005992,High Bridge Farmers Market,45 Main Street,High Bridge,Hunterdon,New Jersey,08829,-74.896,40.6683,Private business parking lot,2011-04-05T06:25:43Z
1005912,Lititz Farmers Market,45 North Water Street.,Lititz,Lancaster,Pennsylvania,17543,-76.30116,40.1573,Private business parking lot,2016-07-03T03:57:48Z
1011852,Brockton Farmers Market - City Hall Plaza,45 School St,Brockton,Plymouth,Massachusetts,02301,-71.018808,42.08274,,2018-04-06T09:12:47Z
1009720,Galesburg Community Market,45 West Michigan,Galesburg,Kalamazoo,Michigan,49053,-85.418966,42.288858,Private business parking lot,2014-02-04T06:26:15Z
1005253,Kaneohe District Park (People's Open Market),45-660 Keaahala Road,Kaneohe,Honolulu,Hawaii,96814,-157.809836,21.409885,,2017-01-03T06:42:31Z
1006781,Woonsocket Farmers Market,450 Clinton Street,Woonsocket,Providence,Rhode Island,02895,-71.5062462,42.0069976,,2018-03-10T11:59:57Z
1009680,Salinas Valley Memioral Healthcare Certified Farmers' Market,450 East Romie Lance,Salinas,Monterey,California,93901,-121.647188,36.660072,,2016-07-07T05:33:42Z
1002594,COFFO Harvest Farmers' Market,450 W. 336 Street,Florida City,Miami-Dade,Florida,33034,-80.482299,25.44985,,2013-02-05T10:14:48Z
1012271,Rodale Institute Organic Farmers Market at Sacred Heart,450 W. Chew St.,Allentown,Lehigh,Pennsylvania,18102,-75.469507,40.607196,,2016-06-07T10:46:23Z
1003328,Fullerton Wednesday Farmers Market,450 West Orangethorpe- Woodcrest Park,Fullerton,Orange,California,92634,-117.932,33.8864,,2009-01-01T00:00:00Z
1001503,Attala County Farmers Market,450 hwy 12 East,Kosciusko,Attala,Mississippi,39090,-89.579812,33.066107,Other,2015-08-05T12:34:01Z
1004552,Tuesday Market in Lauraville,4500 Harford Road,Baltimore,Baltimore City,Maryland,21214,-76.572479,39.340417,,2017-04-06T09:52:45Z
1002053,College Park City Hall Farmers' Market,4500 Knox Road,College Park,Prince George's,Maryland,20140,-76.93738,38.98095,Local government building grounds,2014-05-04T10:23:51Z
1004157,Trinity Farmers' Market,4500 Utica Ridge Road,Bettendorf,Scott,Iowa,52722,-90.517945,41.565195,,2015-06-04T08:48:29Z
1011315,Village Farmers Market,4501 Edmondson Ave,Baltimore,Baltimore City,Maryland,21229,-76.690811,39.293085,,2015-09-07T04:06:15Z
1012827,Heirloom Farmers Markets at the Rillito Park Food Pavilion,4502 N. 1st Ave,Tucson,Pima,Arizona,85718,-110.960495,32.289541,,2018-03-10T12:55:02Z
1004864,Suitland Farmers' Market,4508 Suitland Road,Suitland,Prince George's,Maryland,20746,-76.9301910400391,38.8517150878906,Private business parking lot,2014-07-06T10:56:51Z
1006280,Tate County Farmers Market,451 Norfleet Drive,Senatobia,Tate,Mississippi,38668,-89.954456,34.627107,Federal/State government building grounds,2015-09-05T11:05:51Z
1010205,Torrington Farmers Market,4516 US Hwy 26/85,Torrington,Goshen,Wyoming,82240,-104.223495,42.079598,,2016-11-03T07:23:55Z
1011059,The Novi All Seasons Market - Saturday South,45175 Ten Mile Road,Novi,Oakland,Michigan,48375,-83.487333,42.465857,,2017-06-04T02:09:21Z
1012199,Port Towns Farmers Mercado,4521 Kenilworth Avenue,Bladensburg,Prince George's,Maryland,20710,-76.931042,38.944653,,2016-01-07T05:48:34Z
1012429,Freedom Farmers Market at the Carter Center,453 Freedom Pkwy NE,Atlanta,Fulton,Georgia,30307,-84.35682,33.76759,,2016-11-07T12:00:02Z
1004739,Tenley Town Farmers Market @ Whole Foods Market,"4530 40th Street, NW",Washington,District of Columbia,District of Columbia,20016,-77.0792,38.9489,,2009-01-01T00:00:00Z
1003470,Collierville Farmers Market,454 W. Poplar  Ave.,Collierville,Shelby,Tennessee,38017,-89.677,35.0461,"Faith-based institution (e.g., church, mosque, synagogue, temple)",2015-04-06T11:25:26Z
1010437,Flat Rock Produce,4540 Ebert Rd.,Winston-Salem,Forsyth,North Carolina,27127,-80.303248,36.013404,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",2014-05-08T11:44:59Z
1011053,Marks of Excellence Farmers Market,455 Albany Ave,Amityville,Suffolk,New York,11701,-73.409214,40.698986,,2016-08-04T04:26:08Z
1005659,Out to Lunch Farmers Market-Worcester Common,455 Main St.-Worcester Common behind City Hall,Worcester,Worcester,Massachusetts,01608,-71.800911,42.262272,Local government building grounds,2014-05-06T04:05:02Z
1008891,"REC Mobile Farmers Market - Out to Lunch Concert Series, City Hall Common",455 Main Street,Worcester,Worcester,Massachusetts,01608,-71.801112,42.262366,,2017-01-07T12:32:22Z
1011966,West Homestead Farmers Market,455 West 8th Ave,West Homestead Borough,Allegheny,Pennsylvania,15120,-79.918172,40.401493,,2017-06-05T03:48:32Z
1005929,Rogers Community Auction & Open Market,45625 S.R. 154,Rogers,Columbiana,Ohio,44455,-82.471,40.3908,,2009-01-01T00:00:00Z
1001930,Montoursville Outdoor Growers Market,457 Route 187 Highway,Montoursville,Lycoming,Pennsylvania,17554,-76.9205,41.2542,,2009-01-01T00:00:00Z
1012269,Kensington Metropark Farmers Market,4570 Huron River Parkway,Milford,Oakland,Michigan,48380,-83.634008,42.551403,,2016-06-07T09:25:31Z
1000497,Beechmont Open Air Market,4574 S. Third Street (not a mailing address),Louisville,Jefferson,Kentucky,40214,-85.767385,38.183957,,2016-07-03T02:01:04Z
1004337,Shoreview Farmers Market,4580 Victoria Street North,Shoreview,Ramsey,Minnesota,55126,-93.1308,45.0803,Local government building grounds,2014-07-06T01:01:11Z
1008048,Owen County Farmers' Market,459 W Morgan St,Spencer,Owen,Indiana,47460,-86.768538,39.287153,,2016-08-02T09:19:55Z
1016768,North Scituate Farmers Market,46 Institute Lane,North Scituate,Providence,Rhode Island,02857,-71.585906,41.833758,,2018-07-10T10:31:23Z
1012000,Wagner Farm Arboretum Farmers Market,46 Mountain Blvd,Warren,Somerset,New Jersey,07059,-74.490707,40.618587,,2017-07-07T12:33:23Z
1010488,Tallmadge Farmers Market,46 N Munroe Road,Tallmadge,Summit,Ohio,44278,-81.414936,41.101566,,2018-03-06T01:51:43Z
1007081,Reynoldsville Farmers Market,460 E. Main Street #4,Reynoldsville,Jefferson,Pennsylvania,15851,-78.8882,41.096,,2009-01-01T00:00:00Z
1005563,Punta Gorda Downtown Farmers Market,460 E. Washington St.,Iowa City,Johnson,Iowa,52240,-91.5290438,41.6600665,Local government building grounds,2016-07-03T04:38:09Z
1003749,Oak Park Farmers' Market,460 Lake St,Oak Park,Cook,Illinois,60302,-87.786786,41.888751,"Faith-based institution (e.g., church, mosque, synagogue, temple)",2015-07-03T06:15:07Z
1006345,Big Stone Gap Farmers Market,460 Shawnee Avenue,Big Stone Gap,Wise,Virginia,24219,-82.7752448,36.8681813,Local government building grounds,2014-01-06T08:23:32Z
1005167,Salina Farmers Market,460 South  Ohio,Salina,Saline,Kansas,67401,-97.596,38.8336,,2009-01-01T00:00:00Z
1010375,Hillsborough Farmers Market,460 Waterstone Drive,Hillsborough,Orange,North Carolina,27278,-79.090343,36.037787,,2018-02-07T07:48:58Z
1003706,Long Beach Uptown Farmers Market,4600 Atlantic Avenue,Long Beach,Los Angeles,California,90807,-118.184678,33.842291,Closed-off public street,2014-12-05T06:46:34Z
1005538,SFC Farmers' Market at The Triangle,4600 Lamar,Austin,Travis,Texas,78723,-97.734032,30.314108,Other,2015-08-05T06:44:36Z
1012324,Woodstock Farmers Market,4600 SE Woodstock Blvd,Portland,Multnomah,Oregon,97206,-122.6149508,45.4789791,,2016-07-07T04:13:40Z
1000225,Spotsylvania Farmers Market - Spotsylvania Regional Medical Center,4600 Spotsylvania Parkway,Fredericksburg,Spotsylvania,Virginia,22408,-77.494715,38.218511,,2018-03-06T03:37:14Z
1011602,Greater Baldwinsville & Camillus Farmers' Market (Camillus Location),4600 W. Genesee Street,Camillus,Onondaga,New York,13219,-76.248044,43.04478,,2015-03-08T11:23:05Z
1003371,Valleydale Farmers Market,4601 Valleydale Rd.,Birmingham,Shelby,Alabama,35242,-86.733778,33.383472,"Faith-based institution (e.g., church, mosque, synagogue, temple)",2015-04-05T11:07:06Z
1006972,Dorchester/Grove Hall,461 Blue Hill Ave.,Dorchester,Suffolk,Massachusetts,02121,-71.083,42.3091,,2011-01-01T00:00:00Z
1000846,Rockport Marketplace Farmers Market,461 Commercial St.,Rockport,Knox,Maine,04856,-69.0815,44.1706,Private business parking lot,2011-08-06T05:29:50Z
1004202,Clayton Farmers Market and Small Farm Animals,4616 Wallbridge Road,Clayton,Stevens,Washington,99110,-117.545394,47.98998,,2017-03-07T03:28:20Z
1001621,Seven Harvest Farmers Market,4630 Raliegh LaGrange,Memphis,Shelby,Tennessee,38128,-89.9094,35.1992,Private business parking lot,2013-05-04T03:03:49Z
1011126,Robertson County Farmer's Market,4635 Hwy 41 North,Sprigfield,Robertson,Tennessee,37172,-86.878407,36.522861,,2015-06-05T03:04:49Z
1011947,River City Farmers Market,465 Main Street,Savannah,Hardin,Tennessee,38372,-88.2503532,35.2247713,,2016-11-05T10:56:58Z
1004073,Riverdale Park Farmers Market,4650 Queensbury Road,Riverdale Park,Prince George's,Maryland,20737,-76.935311,38.962979,Local government building grounds,2016-01-04T10:25:12Z
1010491,KOLLSTEDT FAMILY FARM,4655 RIVER ROAD,Fairfield,Butler,Ohio,45014,-84.567481,39.351705,,2015-01-08T05:40:41Z
1005218,Manzanita Farmers Market,467 Laneda Ave.,Manzanita,Tillamook,Oregon,97130,-123.933613,45.71896,,2016-08-07T02:22:54Z
1003663,Hyannis Mid-Cape Farmers Market,468 Main Street,Hyannis,Barnstable,Massachusetts,02601,-70.287051,41.651431,"Faith-based institution (e.g., church, mosque, synagogue, temple)",2012-09-05T03:21:30Z
1004283,Mundelein Farmers Market,469 N. Seymour Avenue,Mundelein,Lake,Illinois,60060,-88.0025283,42.2709425,Private business parking lot,2013-12-06T10:38:36Z
1002986,Plowboy Produce Auction & Wholesale Farmers Market,469 South Brace Road,Ethridge,Lawrence,Tennessee,38456,-87.3021,35.3375,,2009-01-01T00:00:00Z
1007777,Thompson's Station Farmers Market,4691 Columbia Pike,Thompson's Station,Williamson,Tennessee,37179,-86.906451,35.798165,Other,2016-04-04T11:03:42Z
1010975,Cottage House Youth Market,47 Doster Road,Ariton,Barbour,Alabama,36311,-85.674054,31.64705,,2017-01-03T10:20:20Z
1011883,Richmond Farmers Market - Summer Season (May-October),47 North 6th Street (10th & Main for 2016),Richmond,Wayne,Indiana,47374,-84.888951,39.826959,,2017-07-04T10:27:13Z
1006056,Waterbury Farmers Market,47 Stowe Street,Waterbury,Washington,Vermont,05676,-72.75383,44.339485,Educational institution,2012-01-05T07:01:38Z
1012294,Elaney Wood Heritage Farmers Market,470 Hwy 13 South,Snow Hill,Greene,North Carolina,28580,-77.692573,35.456422,,2016-07-07T10:16:30Z
1000513,Watertown Farmers' Market,470 Main Street,Watertown,Litchfield,Connecticut,06795,-73.117512,41.603425,,2016-08-03T01:52:49Z
1003386,East Dubuque,470 Sinsinawa Ave.,East Dubuque,Jo Daviess,Illinois,61025,-90.6407,42.4908,Private business parking lot,2013-06-01T03:58:39Z
1000649,Mustang Kiwanis Farmers Market,470 W. Hwy 152,Mustang,Canadian,Oklahoma,73064,-97.7159,35.3915,Private business parking lot,2012-06-04T11:41:22Z
1005806,Kearney Area Farmers' Market,4700 2nd Ave,Kearney,Buffalo,Nebraska,68847,-99.084957,40.720936,Private business parking lot,2015-02-03T03:23:10Z
1001906,people's produce certified farmers market,4700 Castana Street,San Diego,San Diego,California,92102,-117.0936101,32.7066615,,2016-07-03T06:25:38Z
1006487,Peoria Farmers Market at the Metro Centre,4700 N. University- Metro Mall,Peoria,Peoria,Illinois,61614,-89.610147,40.745055,Private business parking lot,2013-12-06T10:34:41Z
1007201,Cudahy Farmers Market,4700 South Packard Avenues (Municipal parking lot),Cudahy,Milwaukee,Wisconsin,53110,-87.9163,43.0376,,2009-01-01T00:00:00Z
1010196,Greater Bellport Community Youth Farmers Market,471 Atlantic Avenue,Bellport,Suffolk,New York,11713,-72.948282,40.775186,Private business parking lot,2015-10-05T01:03:30Z
1012074,CUESA Jack London Square Farmers Market,472 Water Street,Oakland,Alameda,California,94607,-122.277186,37.794714,,2018-04-06T02:07:09Z
1005149,Charlestown Farmers Market,4720 Nelson Road,Lake Charles,Calcasieu,Louisiana,70605,-93.25038,30.172242,Private business parking lot,2012-03-05T12:23:41Z
1007178,South Texas Farmers Market Association III,4722 Eisenhauer Road at Interstate Highway 35,San Antonio,Bexar,Texas,78218,-98.3988,29.4965,,2009-01-01T00:00:00Z
1002528,Humble Earth Farmers Market,4726 North Oak,Spokane,Spokane,Washington,99205,-117.438,47.701,,2009-01-01T00:00:00Z
1009725,Central Sarasota Farmers Market,4748 S Beneva Road,Sarasota,Sarasota,Florida,34233,-82.50025,27.286805,Educational institution,2014-03-04T01:34:09Z
1011881,25th Street Market - North Logan at the Library Summer 2016,475 East 2500 North,North Logan,Cache,Utah,84341,-111.8206049,41.7782437,,2017-06-04T10:33:41Z
1001932,Paramus Farmers Market,475 Farview Ave (Petruska Park's Parking Lot),Paramus,Bergen,New Jersey,07652,-74.059369,40.95109,,2016-10-03T04:22:50Z
1008950,Grayson Farmers' Market,475 Grayson Parkway,Grayson,Gwinnett,Georgia,30017,-83.9579741,33.8931891,Local government building grounds,2015-07-05T10:40:56Z
1006760,YMCA Farmers Market,475 Lake Michigan Dr. NW,Grand Rapids,Kent,Michigan,49504,-85.680506,42.967077,Other,2014-12-06T06:29:52Z
1010226,Chillicothe Farmers' Market Association,475 Western Ave,Chillicothe,Ross,Ohio,45601,-83.0031767,39.3349929,Local government building grounds,2015-11-05T07:05:10Z
1011719,Faith in Place Winter Farmers Market - Berry Memorial United Methodist Church,4754 N. Leavitt,Chicago,Cook,Illinois,60625,-87.684336,41.968131,,2017-02-10T03:49:21Z
1009736,Brown County Farmers Market (Ripleys' Farmers Market),477 W. Main St,Mt Orab,Brown,Ohio,45154,-83.867718,38.934226,Private business parking lot,2014-04-04T12:51:23Z
1002787,New Harvest Park Farmers Market,4775 New Harvest Lane,Knoxville,Knox,Tennessee,37918,-83.884558,36.040025,,2016-07-03T11:55:42Z
1000463,Gualala CFM,47950 Center St,Gualala,Mendocino,California,95445,-123.521,38.762,,Apr 17 2010 11:09AM
1004055,Crossroads Farmers Market,480 Hempstead Ave,Malverne,Nassau,New York,11701,-73.664301,40.679753,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",2015-02-03T01:13:02Z
1006650,Crossroads Farm at Grossmann's,480 Hempstead Avenue,Malverne,Nassau,New York,11565,-73.664419,40.679365,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",2014-12-06T01:56:11Z
1000626,Chatham Mills Farmers' Market,480 Hillsboro St,Pittsboro,Chatham,North Carolina,27312,-79.175913,35.726962,,2016-07-03T02:08:05Z
1004901,Downtown Farmers Market II,4800 S. Hulen Street,Fort Worth,Tarrant,Texas,76141,-97.3962,32.6769,,2009-01-01T00:00:00Z
1002993,East Los Angeles Farmers Market,4801 East 3rd Street,Los Angeles,Los Angeles,California,90022,-118.1609,34.03349,,2017-01-03T06:57:23Z
1004274,Bluegrass Global Growers Market,4801 Southside Drive,Louisville,Jefferson,Kentucky,40214,-85.763805,38.178432,,2013-10-06T02:22:37Z
1010383,Jump Start Jackson Farmers Market,4801 Watkins Drive,Jackson,Hinds,Mississippi,39206,-90.192756,32.367615,Local government building grounds,2014-04-08T12:24:42Z
1001948,La Plaza Latino Farmer's Market,"4802 Warwick Road, Richmond, VA 23224",Richmond,Richmond City,Virginia,23224,-77.4797785,37.4835568,Local government building grounds,2015-10-04T03:15:44Z
1001821,S & W Produce,"4807 Highway 51, South",Ariton,Barbour,Alabama,36311,-85.6823,31.628,,2009-01-01T00:00:00Z
1012399,"Caswell County Local Foods Council ""Caswell Farmers Market""",4807 NC Hwy 57 N,Semora,Caswell,North Carolina,27344,-79.152655,36.4993399,,2016-11-07T09:29:00Z
1010113,Killearn Farmers Market,4819 Kerry Forest Pkwy,Tallahassee,Leon,Florida,32309,-84.2148431,30.5371013,Private business parking lot,2014-06-05T10:45:13Z
1007764,Plainfield Farmers Market,482 Norwich Road (Route 12),Plainfield,Windham,Connecticut,06354,-71.9181,41.6816,,2009-01-01T00:00:00Z
1011036,Clairemont Certified Farmers Market at Madison High School,4833 Doliva Dr,San Diego,San Diego,California,92111,-117.175467,32.829628,,2016-02-04T06:30:28Z
1000862,Westwego Farmers & Fisheries Market,484 Sala Avenue,Westwego,Jefferson,Louisiana,70094,-90.1458348,29.9101364,Local government building grounds,2014-05-06T12:20:43Z
1008271,East Los Angeles WEDNESDAY Farmers Market,4848 East Civic Center Way,East Los Angeles,Los Angeles,California,90022,-118.168567,34.031506,,2017-01-03T06:55:20Z
1010140,Norpoint Farmers Market,4848 Nassau NE,Tacoma,Pierce,Washington,98422,-122.402709,47.300824,Local government building grounds,2015-01-05T07:11:22Z
1008887,REC Mobile Market - Colony Retirement Homes,485 Grove Street,Worcester,Worcester,Massachusetts,01605,-71.8109548,42.2889588,,2017-01-07T12:49:31Z
1006409,Old Washington Farmers' Market,4850 Colombus St,Washington,Hempstead,Arkansas,71862,-93.6829,33.775,Local government building grounds,2015-05-03T12:33:31Z
1011335,Wallingford Farmers Market,4850 Meridian Ave N,Seattle,King,Washington,98103,-122.333175,47.663876,,2015-10-07T05:06:20Z
1005093,Oak Forest Park District Farmer's Market,4850 W 159th St,Oak Forest,Cook,Illinois,60452,-87.737355,41.603962,,2016-07-03T12:25:09Z
1003707,South Gate Farmers Market,4855 Tweedy Blvd,South Gate,Los Angeles,California,90280,-118.184745,33.942098,Local government building grounds,2014-12-05T06:30:07Z
1011943,North End Farmers Market,486 Springmill St.,Mansfield,Richland,Ohio,44903,-82.523583,40.769716,,2016-09-05T09:08:54Z
1004267,Rockbridge Farmers' Market,487 Maury River Road,Lexington,Rockbridge,Virginia,24450,-79.42302,37.806665,,2016-07-03T01:04:44Z
1001318,CoronaCFM,488 N. Main Street,Corona,Riverside,California,92878,-117.56526,33.886153,Private business parking lot,2014-03-06T01:02:30Z
1003148,University Village Colorado Farmers Market,4880-5342 North Nevada Avenue,Colorado Springs,El Paso,Colorado,80918,-104.817274,38.906163,Private business parking lot,2015-02-03T11:17:35Z
1004399,Wixom Farmers Market,48900 Pontiac Trail,Wixom,Oakland,Michigan,48393,-83.5321,42.5246,Local government building grounds,2011-05-04T07:50:41Z
1000903,Palisades Farmers Market,48th Place NW at MacArthur Blvd,Washington,District of Columbia,District of Columbia,20007,-77.0966,38.9175,,2009-01-01T00:00:00Z
1007757,Middleton,"49 South Main Street,",Middleton,Essex,Massachusetts,01949,-71.0148,42.5923,,2011-01-01T00:00:00Z
1006219,Hattie Carthan community farmers market,49 Van Buren Street,Brooklyn,Kings,New York,11221,-73.943587,40.690239,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",2013-11-06T03:20:07Z
1010261,Grace On Concord Farmers Market and Artisan Fair,4900 Concord Pike,Wilmington,New Castle,Delaware,19803,-75.547497,39.822159,"Faith-based institution (e.g., church, mosque, synagogue, temple)",2016-07-05T06:43:57Z
1003465,Brandermill Green Market,4900 Market Square Lane,Midlothian,Chesterfield,Virginia,23112,-77.636606,37.423101,Private business parking lot,2012-09-05T03:08:19Z
1001839,Ocean Beach Certified Farmers Market,4900 Newport Avenue,San Diego,San Diego,California,92107,-117.25016,32.74619,Closed-off public street,2015-10-04T04:21:30Z
1003170,Fulton Farmers Market,4901 Chowen Ave. S.,Minneapolis,Hennepin,Minnesota,55410,-93.32496,44.913604,,2017-03-07T05:05:39Z
1003700,Gig Harbor Farmers Market at Uptown Shoping Center,4901 Pt. Fosdick Drive,Gig Harbor,Pierce,Washington,98335,-122.579,47.3028,Private business parking lot,2013-01-04T10:35:05Z
1000973,Pocahontas County Farmers Market,4909 Potomac Highlands Trail,Green Bank,Pocahontas,West Virginia,24944,-79.840089,38.41755,Private business parking lot,2015-08-04T04:37:55Z
1002783,The Farmers Market at Attleboro Farms,"491 Hickory Rd., Rt. 120",North Attleboro,Bristol,Massachusetts,02760,-71.3704555555556,41.96785,Other,2014-08-06T10:01:42Z
1002513,Lancaster Market,4913 Transit Road,Lancaster,Erie,New York,14086,-78.693695,42.876719,,2016-07-03T05:39:11Z
1008278,Farmers Market at Center United Methodist Church,4945 Sherrills Ford Road,Catawba,Catawba,North Carolina,28609,-81.082368,35.65958,"Faith-based institution (e.g., church, mosque, synagogue, temple)",2015-04-04T01:59:00Z
1010815,Benton Farmers' Market,495 Simpson,Benton,Bossier,Louisiana,71006,-93.737025,32.69486,,2015-09-02T04:03:49Z
1010867,Kentwood Farmers Market,4950 Breton Rd SE,Kentwood,Kent,Michigan,49508,-85.5954701,42.8740082,,2017-06-03T09:24:29Z
1010052,Holy Hill Art & Farm Market,4958 Hwy 167,Hubertus,Washington,Wisconsin,53033,-88.2781962,43.2513473,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",2016-04-04T01:01:20Z
1011496,Catawba Valley Farmers' Market,4965 Catawba Creek Road,Catawba,Roanoke,Virginia,24070,-80.1064449,37.383009,,2016-11-07T12:22:10Z
1005560,Southwest Virginia Farmers' Market,497 Farmers Market Drive,Hillsville,Carroll,Virginia,24343,-80.772739,36.742039,,2018-03-06T05:28:41Z
1012277,North Port Farmers Market,4970 city hall blvd.,North Port,Sarasota,Florida,34286,-82.206423,27.074732,,2016-06-07T04:01:02Z
1011255,Side Track Farmer's Market,4975 State Route 31,Clay,Onondaga,New York,13041,-76.172304,43.186252,,2016-06-06T08:41:59Z
1012517,Hub City Farmers' Market,498 howard st.,Spartanburg,Spartanburg,South Carolina,29306,-81.942413,34.956245,,2017-01-07T09:44:58Z
1000721,Weberstown Mall Certified Farmers Market,4994 Claremont Ave.,Stockton,San Joaquin,California,95207,-121.308547973633,37.9974899291992,Private business parking lot,2015-03-06T11:57:08Z
1010462,Shelby Twp Farmers Market,49965 Van Dyke Ave,Shelby Twp,Macomb,Michigan,48317,-83.035823,42.661812,,2018-03-06T01:54:14Z
1008410,Grants Pass Growers' Market,"4th & ""F"" St.",Grants Pass,Josephine,Oregon,97528,-123.328983,42.440832,Local government building grounds,2015-01-06T10:37:24Z
1001205,San Rafael Downtown Farmers Market,4th & B Streets,San Rafael,Marin,California,94915,-122.529,37.9733,Closed-off public street,2013-12-06T12:40:49Z
1000301,Petaluma Farmers Market,4th & D Streets,Petaluma,Sonoma,California,94952,-122.637,38.2318,,2017-02-07T03:04:36Z
1000749,Public Market On The Willapa,4th & Haven Street,Raymond,Pacific,Washington,98053,-123.718,46.6749,,2009-01-01T00:00:00Z
1005615,St.John Farmers Market,4th & Main,St. John,Stafford,Kansas,67576,-98.7616,38.0024,,2009-01-01T00:00:00Z
1003608,Coon Rapids Farmers Market,4th & Main Street,Coon Rapids,Carroll,Iowa,50058,-94.6776,41.8658,,2009-01-01T00:00:00Z
1010080,Downtown Farmers Market,4th & Main Street,Walla Walla,Walla Walla,Washington,99362,-118.341568,46.066187,Local government building grounds,2014-06-08T11:18:40Z
1002575,Cortland Farmers Market,"4th & Main Street, 1 block west of Highway77",Cortland,Gage,Nebraska,68331,-96.7075,40.5016,,2009-01-01T00:00:00Z
1007034,cando farmers market,4th Ave & 10th St,Cando,Towner,North Dakota,58324,-99.2052,48.4848,Local government building grounds,2011-09-06T02:45:33Z
1000105,Sunset Park Greenmarket,4th Ave - 59 & 60 Sts,Brooklyn,Kings,New York,11220,-74.0183554,40.6408131,Other,2014-12-07T11:33:53Z
1002175,Albany Farmers' Market,4th Avenue & Ellsworth Street,Albany,Linn,Oregon,97321,-123.1061,44.6349,,2018-04-06T11:29:32Z
1005876,Ketchum Farmers' Market,4th St Heritage Corridor Btwn. Walnut & East Ave.,Ketchum,Blaine,Idaho,83340,-114.3637219,43.6825762,Closed-off public street,2014-02-04T08:40:53Z
1008731,Rochester Downtown Farmers Market,4th St and 4th Ave SE,Rochester,Olmsted,Minnesota,55904,-92.457516,44.019849,,2018-06-06T05:08:43Z
1006124,Pasco Farmers Market,4th St. & W. Columbia Street,Pasco,Franklin,Washington,99301,-119.092,46.2295,,2009-01-01T00:00:00Z
1008339,Marketplace@Sprout!,4th St. and A St.,Springfield,Lane,Oregon,97477,-123.0207983,44.0470594,Other,2014-04-04T07:01:30Z
1003520,AYA Community Markets,"4th Street and I Street, SW",Washington,District of Columbia,District of Columbia,20020,-77.0175504,38.8792834,Closed-off public street,2013-06-07T01:19:51Z
1003017,Clinch River Farmers Market,4th Street and Russell St.,St. Paul,Wise,Virginia,24283,-82.707138,36.909823,Other,2012-03-05T09:29:35Z
1009868,Davis Farmers Market,4th and C Sts.,Davis,Yolo,California,95616,-121.7439932,38.545451,Other,2014-08-04T04:04:33Z
1002277,Williamsport Growers Farmers Market I,"4th and Diamond Streets, West End Christian Center",Williamsport,Lycoming,Pennsylvania,17701,-77.0491,41.2441,,2009-01-01T00:00:00Z
1002512,Denton Main Street Farmers' Market,4th and Gay Streets,Denton,Caroline,Maryland,21629,-75.830512,38.88654,Local government building grounds,2012-08-05T09:25:06Z
1003292,Carbondale Farmers Market,4th and Main St,Carbondale,Garfield,Colorado,81623,-107.211263,39.400039,Closed-off public street,2013-02-05T08:39:36Z
1001148,Logansport Farmers Market,4th and Market Street,Logansport,Cass,Indiana,46947,-86.365328,40.752621,Other,2014-06-04T02:11:15Z
1008424,Glenn County Certified Farmers' Market - Orland,4th and Mill Streets,Orland,Glenn,California,95963,-122.1941219,39.7451811,Local government building grounds,2014-02-07T09:24:38Z
1010081,Camas Farmer's Market,4th avenue between Everett and Franklin,camas,Clark,Washington,98607,-122.402169,45.587164,Closed-off public street,2014-01-05T06:44:15Z
1011731,Delaware Bounty,5 1/2 Main Street  - Suite 3,Delhi,Delaware,New York,13753,-74.921231,42.270328,,2016-01-11T11:53:57Z
